year,month,median_difference,lower_95a,upper_95a,lower_95b,upper_95b,lower_95c,upper_95c,lower_95d,upper_95d,lower_95e,upper_95e
1928,4,-0.253,-0.326,-0.17,-0.327,-0.179,-0.422,-0.084,-0.354,-0.143,-0.449,-0.05
1928,5,-0.282,-0.364,-0.215,-0.355,-0.21,-0.452,-0.113,-0.389,-0.184,-0.482,-0.086
1928,6,-0.342,-0.43,-0.273,-0.415,-0.27,-0.486,-0.198,-0.449,-0.243,-0.522,-0.167
1928,7,-0.164,-0.245,-0.092,-0.235,-0.094,-0.357,0.028,-0.267,-0.062,-0.383,0.054
1928,8,-0.174,-0.231,-0.087,-0.244,-0.104,-0.407,0.06,-0.268,-0.066,-0.423,0.086
1928,9,-0.22,-0.292,-0.14,-0.294,-0.147,-0.437,-0.004,-0.325,-0.116,-0.46,0.02
1928,10,-0.165,-0.239,-0.086,-0.239,-0.092,-0.336,0.006,-0.268,-0.058,-0.364,0.037
1928,11,-0.151,-0.229,-0.084,-0.225,-0.077,-0.298,-0.004,-0.263,-0.051,-0.338,0.026
1928,12,-0.236,-0.33,-0.165,-0.308,-0.163,-0.392,-0.079,-0.347,-0.13,-0.426,-0.046
1929,1,-0.48,-0.56,-0.404,-0.554,-0.407,-0.678,-0.283,-0.588,-0.369,-0.704,-0.252
1929,2,-0.662,-0.742,-0.594,-0.737,-0.586,-0.829,-0.495,-0.773,-0.556,-0.862,-0.464
1929,3,-0.408,-0.498,-0.3,-0.482,-0.334,-0.584,-0.232,-0.516,-0.288,-0.613,-0.195
1929,4,-0.387,-0.468,-0.309,-0.462,-0.311,-0.553,-0.22,-0.494,-0.277,-0.583,-0.186
1929,5,-0.387,-0.468,-0.317,-0.462,-0.312,-0.566,-0.209,-0.496,-0.283,-0.595,-0.181
1929,6,-0.348,-0.436,-0.28,-0.42,-0.275,-0.49,-0.205,-0.455,-0.246,-0.526,-0.173
1929,7,-0.36,-0.445,-0.282,-0.434,-0.286,-0.549,-0.171,-0.467,-0.254,-0.577,-0.144
1929,8,-0.188,-0.254,-0.113,-0.259,-0.116,-0.432,0.056,-0.288,-0.083,-0.452,0.078
1929,9,-0.264,-0.331,-0.183,-0.341,-0.187,-0.472,-0.056,-0.369,-0.155,-0.496,-0.028
1929,10,-0.177,-0.254,-0.101,-0.251,-0.103,-0.347,-0.007,-0.28,-0.07,-0.375,0.025
1929,11,-0.071,-0.15,0.001,-0.145,0.003,-0.211,0.068,-0.182,0.035,-0.25,0.104
1929,12,-0.47,-0.563,-0.398,-0.545,-0.395,-0.626,-0.314,-0.587,-0.365,-0.665,-0.282
1930,1,-0.326,-0.427,-0.243,-0.4,-0.251,-0.523,-0.129,-0.447,-0.21,-0.557,-0.098
1930,2,-0.288,-0.382,-0.217,-0.361,-0.216,-0.446,-0.13,-0.402,-0.176,-0.482,-0.094
1930,3,-0.153,-0.254,-0.037,-0.227,-0.08,-0.329,0.022,-0.269,-0.024,-0.362,0.063
1930,4,-0.189,-0.288,-0.096,-0.26,-0.118,-0.359,-0.019,-0.304,-0.077,-0.394,0.013
1930,5,-0.197,-0.281,-0.121,-0.269,-0.124,-0.371,-0.022,-0.311,-0.092,-0.405,0.007
1930,6,-0.162,-0.249,-0.082,-0.239,-0.085,-0.306,-0.019,-0.277,-0.05,-0.345,0.021
1930,7,-0.12,-0.212,-0.035,-0.196,-0.045,-0.317,0.076,-0.231,-0.002,-0.344,0.11
1930,8,-0.055,-0.136,0.049,-0.128,0.018,-0.296,0.186,-0.166,0.065,-0.321,0.214
1930,9,-0.076,-0.156,0,-0.154,0.001,-0.292,0.139,-0.195,0.035,-0.323,0.165
1930,10,-0.089,-0.168,0,-0.163,-0.015,-0.254,0.075,-0.198,0.029,-0.285,0.114
1930,11,0.081,-0.01,0.157,0.005,0.158,-0.059,0.222,-0.041,0.197,-0.106,0.263
1930,12,-0.069,-0.177,0.008,-0.142,0.004,-0.226,0.088,-0.199,0.039,-0.271,0.122
1931,1,-0.001,-0.096,0.082,-0.074,0.072,-0.189,0.187,-0.119,0.114,-0.222,0.219
1931,2,-0.147,-0.242,-0.074,-0.219,-0.075,-0.305,0.01,-0.262,-0.035,-0.341,0.047
1931,3,-0.119,-0.22,-0.008,-0.191,-0.048,-0.292,0.054,-0.233,0.008,-0.325,0.094
1931,4,-0.178,-0.275,-0.083,-0.252,-0.103,-0.349,-0.006,-0.292,-0.063,-0.382,0.028
1931,5,-0.161,-0.247,-0.084,-0.232,-0.09,-0.333,0.011,-0.275,-0.056,-0.367,0.04
1931,6,-0.034,-0.123,0.048,-0.112,0.043,-0.175,0.106,-0.151,0.078,-0.216,0.146
1931,7,0.007,-0.083,0.09,-0.072,0.085,-0.196,0.209,-0.107,0.123,-0.226,0.24
1931,8,-0.048,-0.124,0.06,-0.118,0.023,-0.288,0.193,-0.154,0.075,-0.309,0.224
1931,9,-0.047,-0.125,0.03,-0.122,0.027,-0.253,0.159,-0.164,0.061,-0.285,0.185
1931,10,-0.04,-0.119,0.051,-0.117,0.037,-0.22,0.14,-0.15,0.08,-0.25,0.178
1931,11,-0.147,-0.237,-0.069,-0.219,-0.074,-0.287,-0.006,-0.264,-0.037,-0.332,0.031
1931,12,-0.1,-0.208,-0.023,-0.175,-0.026,-0.253,0.053,-0.229,0.007,-0.3,0.086
1932,1,0.162,0.063,0.246,0.089,0.235,-0.029,0.352,0.044,0.277,-0.061,0.384
1932,2,-0.192,-0.287,-0.117,-0.264,-0.121,-0.357,-0.028,-0.305,-0.08,-0.391,0.009
1932,3,-0.24,-0.343,-0.129,-0.312,-0.167,-0.413,-0.066,-0.355,-0.113,-0.446,-0.026
1932,4,-0.063,-0.162,0.031,-0.135,0.01,-0.225,0.1,-0.178,0.049,-0.261,0.134
1932,5,-0.168,-0.255,-0.096,-0.24,-0.096,-0.335,-0.002,-0.282,-0.064,-0.37,0.028
1932,6,-0.192,-0.278,-0.108,-0.268,-0.116,-0.329,-0.056,-0.305,-0.08,-0.368,-0.014
1932,7,-0.129,-0.218,-0.044,-0.203,-0.055,-0.322,0.064,-0.239,-0.014,-0.35,0.098
1932,8,-0.198,-0.272,-0.098,-0.272,-0.124,-0.45,0.054,-0.305,-0.081,-0.47,0.08
1932,9,-0.039,-0.117,0.035,-0.115,0.037,-0.244,0.165,-0.155,0.07,-0.275,0.193
1932,10,-0.171,-0.247,-0.083,-0.244,-0.099,-0.336,-0.006,-0.276,-0.055,-0.365,0.032
1932,11,-0.227,-0.317,-0.154,-0.302,-0.153,-0.355,-0.1,-0.345,-0.118,-0.402,-0.061
1932,12,-0.192,-0.295,-0.113,-0.265,-0.119,-0.343,-0.042,-0.319,-0.087,-0.387,-0.009
1933,1,-0.284,-0.372,-0.203,-0.36,-0.208,-0.478,-0.089,-0.401,-0.17,-0.511,-0.059
1933,2,-0.316,-0.408,-0.247,-0.388,-0.244,-0.479,-0.154,-0.425,-0.21,-0.511,-0.121
1933,3,-0.34,-0.432,-0.233,-0.409,-0.271,-0.499,-0.181,-0.446,-0.221,-0.529,-0.143
1933,4,-0.216,-0.31,-0.127,-0.287,-0.145,-0.385,-0.047,-0.328,-0.108,-0.419,-0.017
1933,5,-0.212,-0.295,-0.139,-0.285,-0.139,-0.381,-0.042,-0.321,-0.108,-0.413,-0.012
1933,6,-0.26,-0.341,-0.183,-0.337,-0.184,-0.407,-0.114,-0.371,-0.151,-0.443,-0.076
1933,7,-0.185,-0.272,-0.103,-0.258,-0.111,-0.381,0.012,-0.291,-0.075,-0.407,0.042
1933,8,-0.176,-0.246,-0.074,-0.246,-0.106,-0.413,0.061,-0.277,-0.062,-0.432,0.088
1933,9,-0.234,-0.312,-0.16,-0.307,-0.16,-0.435,-0.032,-0.347,-0.125,-0.466,-0.004
1933,10,-0.195,-0.27,-0.108,-0.27,-0.119,-0.358,-0.031,-0.299,-0.079,-0.386,0.007
1933,11,-0.306,-0.393,-0.236,-0.375,-0.237,-0.441,-0.17,-0.418,-0.203,-0.484,-0.137
1933,12,-0.525,-0.623,-0.453,-0.597,-0.453,-0.671,-0.379,-0.644,-0.425,-0.713,-0.348
1934,1,-0.216,-0.306,-0.142,-0.285,-0.146,-0.402,-0.029,-0.326,-0.11,-0.432,-0.002
1934,2,-0.163,-0.253,-0.094,-0.233,-0.093,-0.313,-0.012,-0.271,-0.059,-0.348,0.021
1934,3,-0.388,-0.483,-0.285,-0.457,-0.319,-0.546,-0.229,-0.496,-0.269,-0.579,-0.191
1934,4,-0.246,-0.34,-0.158,-0.32,-0.173,-0.411,-0.081,-0.359,-0.136,-0.446,-0.049
1934,5,-0.079,-0.165,-0.009,-0.153,-0.006,-0.245,0.086,-0.193,0.02,-0.28,0.113
1934,6,-0.041,-0.12,0.033,-0.112,0.03,-0.191,0.11,-0.147,0.064,-0.224,0.144
1934,7,-0.065,-0.151,0.014,-0.14,0.009,-0.259,0.128,-0.173,0.045,-0.287,0.158
1934,8,-0.059,-0.132,0.041,-0.133,0.015,-0.301,0.183,-0.166,0.057,-0.324,0.21
1934,9,-0.097,-0.17,-0.029,-0.168,-0.026,-0.301,0.107,-0.206,0.005,-0.329,0.132
1934,10,-0.085,-0.163,0.002,-0.157,-0.013,-0.25,0.079,-0.189,0.029,-0.278,0.117
1934,11,0.025,-0.058,0.093,-0.044,0.093,-0.104,0.153,-0.084,0.125,-0.146,0.187
1934,12,-0.133,-0.228,-0.062,-0.202,-0.063,-0.283,0.018,-0.249,-0.033,-0.322,0.048
1935,1,-0.225,-0.312,-0.154,-0.297,-0.154,-0.415,-0.036,-0.334,-0.119,-0.443,-0.008
1935,2,0.104,0.02,0.176,0.033,0.175,-0.049,0.257,-0.003,0.21,-0.082,0.292
1935,3,-0.225,-0.314,-0.126,-0.293,-0.158,-0.381,-0.069,-0.326,-0.111,-0.41,-0.033
1935,4,-0.264,-0.354,-0.177,-0.337,-0.192,-0.426,-0.103,-0.373,-0.155,-0.459,-0.07
1935,5,-0.241,-0.321,-0.172,-0.317,-0.165,-0.408,-0.074,-0.352,-0.137,-0.441,-0.044
1935,6,-0.185,-0.266,-0.109,-0.26,-0.11,-0.331,-0.04,-0.294,-0.075,-0.365,-0.001
1935,7,-0.141,-0.222,-0.067,-0.213,-0.068,-0.33,0.049,-0.247,-0.034,-0.358,0.078
1935,8,-0.152,-0.225,-0.056,-0.22,-0.083,-0.392,0.088,-0.253,-0.04,-0.412,0.113
1935,9,-0.139,-0.207,-0.072,-0.205,-0.073,-0.348,0.07,-0.241,-0.041,-0.372,0.092
1935,10,-0.074,-0.147,0.008,-0.141,-0.008,-0.237,0.089,-0.17,0.034,-0.262,0.123
1935,11,-0.293,-0.376,-0.219,-0.358,-0.227,-0.423,-0.163,-0.399,-0.193,-0.462,-0.129
1935,12,-0.259,-0.355,-0.191,-0.325,-0.193,-0.417,-0.101,-0.376,-0.163,-0.455,-0.075
1936,1,-0.298,-0.386,-0.226,-0.361,-0.234,-0.484,-0.112,-0.4,-0.2,-0.509,-0.088
1936,2,-0.356,-0.436,-0.287,-0.42,-0.292,-0.508,-0.204,-0.457,-0.255,-0.538,-0.172
1936,3,-0.295,-0.385,-0.195,-0.357,-0.234,-0.446,-0.145,-0.395,-0.18,-0.474,-0.107
1936,4,-0.201,-0.287,-0.118,-0.264,-0.137,-0.353,-0.048,-0.302,-0.1,-0.383,-0.019
1936,5,-0.149,-0.228,-0.081,-0.215,-0.083,-0.314,0.016,-0.255,-0.055,-0.345,0.04
1936,6,-0.162,-0.237,-0.091,-0.226,-0.097,-0.306,-0.017,-0.259,-0.061,-0.334,0.016
1936,7,-0.02,-0.101,0.054,-0.084,0.044,-0.206,0.166,-0.12,0.082,-0.231,0.193
1936,8,-0.042,-0.112,0.052,-0.104,0.021,-0.279,0.195,-0.137,0.065,-0.296,0.219
1936,9,-0.104,-0.171,-0.036,-0.172,-0.037,-0.311,0.103,-0.206,-0.006,-0.335,0.125
1936,10,0,-0.073,0.08,-0.065,0.064,-0.16,0.159,-0.097,0.104,-0.186,0.191
1936,11,-0.065,-0.148,0.012,-0.129,-0.001,-0.194,0.064,-0.167,0.037,-0.23,0.1
1936,12,-0.008,-0.104,0.059,-0.074,0.058,-0.162,0.145,-0.126,0.087,-0.201,0.172
1937,1,-0.127,-0.218,-0.051,-0.19,-0.063,-0.323,0.069,-0.232,-0.027,-0.349,0.093
1937,2,0.037,-0.043,0.105,-0.026,0.101,-0.118,0.193,-0.063,0.139,-0.146,0.225
1937,3,-0.27,-0.356,-0.17,-0.334,-0.206,-0.424,-0.116,-0.368,-0.157,-0.451,-0.08
1937,4,-0.125,-0.207,-0.044,-0.189,-0.061,-0.28,0.03,-0.226,-0.026,-0.31,0.058
1937,5,-0.077,-0.155,-0.01,-0.139,-0.015,-0.24,0.085,-0.179,0.014,-0.269,0.108
1937,6,-0.009,-0.082,0.064,-0.073,0.056,-0.154,0.137,-0.107,0.094,-0.182,0.171
1937,7,0.05,-0.029,0.123,-0.015,0.115,-0.138,0.238,-0.05,0.151,-0.163,0.264
1937,8,0.084,0.014,0.175,0.024,0.145,-0.152,0.321,-0.009,0.187,-0.169,0.342
1937,9,0.113,0.043,0.185,0.046,0.18,-0.093,0.32,0.009,0.213,-0.118,0.343
1937,10,0.123,0.057,0.204,0.057,0.188,-0.04,0.286,0.031,0.228,-0.062,0.319
1937,11,0.007,-0.072,0.078,-0.058,0.072,-0.12,0.133,-0.095,0.105,-0.157,0.167
1937,12,-0.097,-0.191,-0.032,-0.16,-0.033,-0.259,0.066,-0.211,-0.003,-0.295,0.09
1938,1,0.02,-0.062,0.089,-0.046,0.086,-0.175,0.215,-0.081,0.117,-0.199,0.238
1938,2,0.023,-0.052,0.083,-0.039,0.085,-0.133,0.178,-0.074,0.117,-0.16,0.206
1938,3,0.065,-0.016,0.159,0.001,0.129,-0.086,0.216,-0.03,0.174,-0.111,0.251
1938,4,0.084,0.003,0.166,0.019,0.15,-0.074,0.243,-0.015,0.185,-0.102,0.272
1938,5,-0.088,-0.166,-0.027,-0.157,-0.019,-0.253,0.077,-0.193,0.004,-0.285,0.099
1938,6,-0.06,-0.134,-0.002,-0.127,0.007,-0.206,0.086,-0.157,0.037,-0.235,0.116
1938,7,-0.046,-0.119,0.017,-0.114,0.021,-0.238,0.145,-0.144,0.049,-0.262,0.167
1938,8,0.012,-0.051,0.099,-0.052,0.077,-0.229,0.254,-0.079,0.114,-0.244,0.276
1938,9,0.058,-0.009,0.121,-0.012,0.128,-0.159,0.276,-0.043,0.155,-0.182,0.297
1938,10,0.147,0.084,0.223,0.078,0.215,-0.022,0.316,0.054,0.25,-0.045,0.346
1938,11,0.02,-0.051,0.088,-0.048,0.088,-0.113,0.154,-0.08,0.115,-0.148,0.183
1938,12,-0.289,-0.374,-0.229,-0.357,-0.22,-0.448,-0.129,-0.399,-0.195,-0.483,-0.104
1939,1,-0.07,-0.15,0,-0.139,-0.001,-0.269,0.13,-0.171,0.031,-0.292,0.154
1939,2,-0.042,-0.118,0.021,-0.109,0.025,-0.197,0.113,-0.143,0.053,-0.227,0.14
1939,3,-0.256,-0.336,-0.163,-0.323,-0.189,-0.41,-0.102,-0.353,-0.148,-0.437,-0.068
1939,4,-0.093,-0.168,-0.02,-0.166,-0.021,-0.245,0.058,-0.193,0.007,-0.274,0.088
1939,5,-0.027,-0.099,0.029,-0.103,0.049,-0.191,0.136,-0.133,0.069,-0.223,0.161
1939,6,0.064,-0.005,0.119,-0.01,0.138,-0.082,0.21,-0.035,0.164,-0.111,0.242
1939,7,0.051,-0.017,0.116,-0.028,0.129,-0.14,0.242,-0.052,0.152,-0.167,0.267
1939,8,0.039,-0.023,0.119,-0.043,0.12,-0.203,0.281,-0.066,0.146,-0.226,0.303
1939,9,-0.074,-0.122,-0.018,-0.167,0.018,-0.296,0.147,-0.181,0.033,-0.32,0.172
1939,10,-0.272,-0.33,-0.214,-0.362,-0.182,-0.454,-0.091,-0.377,-0.166,-0.482,-0.061
1939,11,-0.121,-0.173,-0.063,-0.205,-0.037,-0.269,0.027,-0.225,-0.021,-0.302,0.057
1939,12,0.224,0.167,0.266,0.141,0.307,0.067,0.382,0.124,0.318,0.037,0.407
1940,1,-0.181,-0.236,-0.123,-0.27,-0.092,-0.387,0.024,-0.287,-0.074,-0.411,0.051
1940,2,-0.039,-0.098,0.012,-0.128,0.049,-0.177,0.098,-0.145,0.063,-0.213,0.131
1940,3,-0.114,-0.17,-0.05,-0.205,-0.022,-0.277,0.05,-0.217,-0.005,-0.307,0.084
1940,4,0.057,0.003,0.107,-0.036,0.149,-0.113,0.226,-0.049,0.163,-0.143,0.257
1940,5,0.022,-0.03,0.068,-0.068,0.112,-0.156,0.2,-0.083,0.125,-0.185,0.227
1940,6,0.033,-0.019,0.084,-0.055,0.12,-0.129,0.195,-0.068,0.136,-0.157,0.226
1940,7,0.142,0.083,0.193,0.056,0.229,-0.058,0.342,0.035,0.24,-0.087,0.363
1940,8,0.048,-0.001,0.102,-0.038,0.133,-0.192,0.288,-0.048,0.146,-0.21,0.308
1940,9,0.124,0.083,0.18,0.032,0.215,-0.106,0.353,0.023,0.231,-0.125,0.378
1940,10,0.01,-0.041,0.063,-0.079,0.099,-0.173,0.192,-0.093,0.112,-0.2,0.219
1940,11,-0.062,-0.114,-0.011,-0.153,0.03,-0.216,0.093,-0.17,0.042,-0.252,0.123
1940,12,0.162,0.101,0.206,0.077,0.247,-0.024,0.348,0.059,0.258,-0.052,0.371
1941,1,-0.093,-0.137,-0.054,-0.173,-0.014,-0.3,0.113,-0.183,-0.004,-0.319,0.132
1941,2,-0.018,-0.063,0.034,-0.098,0.062,-0.161,0.124,-0.108,0.074,-0.187,0.152
1941,3,-0.139,-0.179,-0.099,-0.217,-0.06,-0.307,0.03,-0.227,-0.051,-0.329,0.051
1941,4,0.019,-0.026,0.056,-0.061,0.1,-0.15,0.189,-0.072,0.106,-0.174,0.209
1941,5,-0.022,-0.07,0.011,-0.1,0.056,-0.192,0.148,-0.115,0.063,-0.217,0.167
1941,6,0.121,0.069,0.153,0.038,0.203,-0.029,0.271,0.026,0.21,-0.057,0.294
1941,7,0.115,0.071,0.151,0.039,0.191,-0.083,0.313,0.029,0.2,-0.101,0.331
1941,8,0.017,-0.02,0.048,-0.055,0.09,-0.214,0.249,-0.062,0.097,-0.227,0.262
1941,9,-0.128,-0.174,-0.091,-0.209,-0.048,-0.347,0.09,-0.22,-0.04,-0.367,0.106
1941,10,0.221,0.172,0.261,0.141,0.302,0.056,0.387,0.124,0.308,0.028,0.406
1941,11,0.054,0.002,0.093,-0.026,0.134,-0.1,0.207,-0.043,0.14,-0.129,0.228
1941,12,0.093,0.048,0.125,-0.001,0.187,-0.106,0.292,-0.013,0.193,-0.133,0.315
1942,1,0.211,0.163,0.258,0.126,0.296,-0.012,0.434,0.111,0.306,-0.034,0.453
1942,2,-0.079,-0.14,-0.026,-0.161,0.004,-0.247,0.089,-0.176,0.018,-0.272,0.116
1942,3,-0.087,-0.146,-0.049,-0.172,-0.002,-0.265,0.091,-0.195,0.005,-0.296,0.112
1942,4,-0.063,-0.131,-0.018,-0.152,0.026,-0.225,0.098,-0.168,0.034,-0.256,0.124
1942,5,-0.012,-0.069,0.028,-0.098,0.073,-0.192,0.168,-0.118,0.081,-0.222,0.189
1942,6,0.035,-0.024,0.077,-0.053,0.122,-0.137,0.207,-0.067,0.132,-0.165,0.233
1942,7,-0.077,-0.133,-0.036,-0.161,0.007,-0.276,0.123,-0.176,0.018,-0.3,0.144
1942,8,-0.066,-0.131,-0.026,-0.153,0.02,-0.312,0.18,-0.169,0.03,-0.333,0.198
1942,9,0.005,-0.051,0.05,-0.081,0.09,-0.219,0.228,-0.095,0.1,-0.241,0.246
1942,10,-0.077,-0.133,-0.03,-0.166,0.012,-0.261,0.108,-0.185,0.022,-0.291,0.132
1942,11,-0.07,-0.124,-0.025,-0.16,0.021,-0.219,0.08,-0.175,0.031,-0.253,0.11
1942,12,0.011,-0.055,0.05,-0.078,0.099,-0.169,0.19,-0.095,0.107,-0.199,0.213
1943,1,-0.203,-0.25,-0.154,-0.294,-0.113,-0.426,0.02,-0.307,-0.102,-0.449,0.042
1943,2,0.069,0.023,0.116,-0.014,0.152,-0.117,0.255,-0.025,0.166,-0.139,0.279
1943,3,-0.199,-0.252,-0.16,-0.285,-0.113,-0.372,-0.027,-0.302,-0.104,-0.401,-0.003
1943,4,0.006,-0.046,0.048,-0.081,0.093,-0.154,0.166,-0.095,0.104,-0.183,0.194
1943,5,-0.017,-0.073,0.027,-0.103,0.07,-0.195,0.162,-0.119,0.08,-0.223,0.186
1943,6,-0.096,-0.147,-0.053,-0.184,-0.009,-0.272,0.079,-0.197,0.001,-0.299,0.104
1943,7,-0.006,-0.057,0.035,-0.088,0.077,-0.228,0.217,-0.102,0.086,-0.249,0.235
1943,8,-0.009,-0.068,0.028,-0.091,0.073,-0.259,0.24,-0.106,0.085,-0.277,0.258
1943,9,-0.015,-0.069,0.023,-0.101,0.071,-0.241,0.212,-0.117,0.079,-0.264,0.229
1943,10,0.239,0.176,0.277,0.151,0.326,0.052,0.426,0.134,0.334,0.023,0.448
1943,11,0.026,-0.024,0.069,-0.059,0.111,-0.131,0.183,-0.072,0.122,-0.159,0.21
1943,12,0.195,0.132,0.236,0.11,0.281,0.027,0.363,0.091,0.291,-0.002,0.388
1944,1,0.288,0.236,0.337,0.209,0.367,0.084,0.492,0.194,0.379,0.064,0.511
1944,2,0.138,0.092,0.194,0.059,0.216,-0.021,0.296,0.046,0.232,-0.044,0.323
1944,3,0.141,0.09,0.183,0.06,0.222,-0.025,0.308,0.04,0.232,-0.054,0.33
1944,4,0.054,0.007,0.097,-0.028,0.137,-0.1,0.209,-0.045,0.149,-0.129,0.235
1944,5,0.062,0.013,0.106,-0.019,0.143,-0.11,0.235,-0.036,0.153,-0.137,0.257
1944,6,0.15,0.091,0.193,0.065,0.235,-0.007,0.307,0.049,0.244,-0.037,0.332
1944,7,0.218,0.17,0.256,0.134,0.301,0.004,0.432,0.12,0.309,-0.018,0.449
1944,8,0.234,0.169,0.275,0.148,0.319,-0.011,0.479,0.131,0.329,-0.032,0.495
1944,9,0.298,0.249,0.336,0.215,0.381,0.077,0.52,0.201,0.39,0.056,0.537
1944,10,0.213,0.164,0.252,0.131,0.296,0.027,0.399,0.112,0.304,0,0.419
1944,11,0.011,-0.036,0.051,-0.07,0.092,-0.16,0.181,-0.085,0.1,-0.185,0.203
1944,12,-0.018,-0.08,0.018,-0.098,0.062,-0.195,0.16,-0.12,0.069,-0.223,0.178
1945,1,0,-0.056,0.043,-0.083,0.083,-0.204,0.204,-0.099,0.092,-0.228,0.223
1945,2,-0.091,-0.139,-0.041,-0.175,-0.006,-0.266,0.085,-0.19,0.005,-0.292,0.11
1945,3,-0.043,-0.089,0.001,-0.131,0.046,-0.207,0.122,-0.149,0.055,-0.238,0.148
1945,4,0.168,0.12,0.209,0.081,0.256,0.019,0.318,0.062,0.265,-0.015,0.346
1945,5,-0.108,-0.157,-0.067,-0.199,-0.018,-0.293,0.076,-0.211,-0.007,-0.318,0.103
1945,6,-0.002,-0.056,0.038,-0.083,0.08,-0.17,0.167,-0.099,0.089,-0.197,0.189
1945,7,-0.087,-0.137,-0.046,-0.173,-0.001,-0.309,0.136,-0.186,0.01,-0.33,0.156
1945,8,0.36,0.3,0.408,0.271,0.45,0.123,0.598,0.256,0.46,0.101,0.618
1945,9,0.161,0.116,0.203,0.074,0.248,-0.092,0.414,0.061,0.257,-0.112,0.431
1945,10,0.183,0.134,0.218,0.1,0.265,-0.033,0.398,0.085,0.27,-0.055,0.413
1945,11,-0.009,-0.044,0.019,-0.097,0.079,-0.176,0.159,-0.106,0.084,-0.203,0.182
1945,12,-0.206,-0.242,-0.172,-0.293,-0.12,-0.368,-0.044,-0.301,-0.112,-0.393,-0.018
1946,1,0.095,0.058,0.125,0.013,0.177,-0.118,0.308,0.007,0.183,-0.134,0.326
1946,2,0.04,-0.001,0.079,-0.045,0.125,-0.128,0.208,-0.052,0.133,-0.151,0.232
1946,3,-0.06,-0.103,-0.026,-0.15,0.03,-0.217,0.097,-0.16,0.038,-0.246,0.125
1946,4,0.135,0.09,0.18,0.05,0.219,-0.018,0.287,0.038,0.231,-0.046,0.315
1946,5,-0.117,-0.168,-0.082,-0.199,-0.035,-0.286,0.051,-0.217,-0.026,-0.314,0.073
1946,6,-0.263,-0.308,-0.213,-0.349,-0.177,-0.419,-0.107,-0.36,-0.162,-0.446,-0.076
1946,7,-0.05,-0.099,0.006,-0.131,0.031,-0.244,0.144,-0.146,0.048,-0.266,0.168
1946,8,-0.152,-0.213,-0.105,-0.23,-0.074,-0.375,0.071,-0.249,-0.065,-0.397,0.085
1946,9,-0.011,-0.067,0.031,-0.093,0.07,-0.228,0.205,-0.111,0.08,-0.251,0.222
1946,10,-0.053,-0.095,0.004,-0.131,0.024,-0.224,0.118,-0.143,0.044,-0.246,0.144
1946,11,-0.092,-0.152,-0.047,-0.172,-0.011,-0.22,0.037,-0.19,0,-0.254,0.066
1946,12,-0.356,-0.419,-0.296,-0.434,-0.278,-0.5,-0.211,-0.462,-0.258,-0.536,-0.182
1947,1,-0.111,-0.167,-0.049,-0.189,-0.033,-0.306,0.085,-0.208,-0.015,-0.33,0.106
1947,2,-0.178,-0.235,-0.13,-0.257,-0.099,-0.322,-0.035,-0.272,-0.08,-0.349,-0.003
1947,3,-0.066,-0.132,-0.001,-0.146,0.013,-0.216,0.084,-0.17,0.04,-0.249,0.117
1947,4,0.093,0.035,0.152,0.014,0.171,-0.057,0.242,-0.005,0.192,-0.085,0.273
1947,5,-0.06,-0.117,-0.01,-0.139,0.02,-0.232,0.112,-0.163,0.037,-0.261,0.137
1947,6,0.004,-0.058,0.062,-0.072,0.081,-0.143,0.151,-0.092,0.102,-0.171,0.181
1947,7,-0.007,-0.067,0.068,-0.084,0.071,-0.199,0.185,-0.107,0.098,-0.223,0.213
1947,8,-0.041,-0.106,0.025,-0.115,0.033,-0.264,0.182,-0.14,0.054,-0.286,0.2
1947,9,-0.072,-0.13,-0.017,-0.149,0.005,-0.285,0.141,-0.172,0.027,-0.308,0.163
1947,10,0.08,0.027,0.147,0.003,0.157,-0.101,0.261,-0.016,0.186,-0.125,0.291
1947,11,0.043,-0.038,0.099,-0.035,0.122,-0.086,0.173,-0.069,0.137,-0.129,0.202
1947,12,-0.172,-0.241,-0.106,-0.249,-0.095,-0.315,-0.029,-0.281,-0.071,-0.353,0.002
1948,1,0.087,0.032,0.151,0.012,0.162,-0.092,0.266,-0.009,0.182,-0.117,0.29
1948,2,-0.123,-0.176,-0.067,-0.196,-0.05,-0.287,0.041,-0.214,-0.025,-0.309,0.069
1948,3,-0.178,-0.249,-0.097,-0.249,-0.108,-0.325,-0.032,-0.277,-0.075,-0.355,0.001
1948,4,-0.041,-0.101,0.016,-0.113,0.032,-0.193,0.112,-0.138,0.054,-0.222,0.138
1948,5,0.11,0.041,0.165,0.038,0.181,-0.062,0.282,0.009,0.202,-0.091,0.304
1948,6,0.069,0.005,0.131,-0.005,0.144,-0.077,0.216,-0.026,0.167,-0.106,0.246
1948,7,-0.11,-0.173,-0.035,-0.183,-0.037,-0.302,0.082,-0.207,-0.006,-0.324,0.109
1948,8,-0.002,-0.073,0.065,-0.072,0.068,-0.221,0.217,-0.098,0.092,-0.241,0.236
1948,9,-0.054,-0.117,-0.001,-0.128,0.02,-0.256,0.148,-0.154,0.041,-0.282,0.168
1948,10,0.027,-0.026,0.1,-0.043,0.097,-0.141,0.195,-0.063,0.13,-0.163,0.225
1948,11,-0.049,-0.122,0.009,-0.126,0.028,-0.175,0.076,-0.157,0.047,-0.214,0.109
